첨부파일	Lab 일련번호	분류	도포 날짜	원단	점착제	경화제	첨가제	도포량	작업자	점착력	가열압착	내열성	내후성	내습성	야외폭로	가공/유지력	절곡	레이저컷팅	내충격성	비고
	1889	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1866+CX100 1.2%	2025-5-30 0:00:00	(청색T45)	S250528B	(CX100/1.2%)	(TSR5903/5%)	(2.7)(#12)	이민지	(658,624)*(초/90/BA)	(>)*(가/90/BA)					0	0	0	0	
	1890	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1866+CX100 1.6%	2025-5-30 0:00:00	(청색T45)	S250528B	(CX100/1.6%)	(TSR5903/5%)	(2.7)(#12)	이민지	(354,425)*(초/90/BA)						0	0	0	0	
	1891	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1866+CX100 2.0%	2025-5-30 0:00:00	(청색T45)	S250528B	(CX100/2.0%)	(TSR5903/5%)	(2.7)(#12)	이민지	(303,308)*(초/90/BA)						0	0	0	0	
25-06-02_633TH,909AD,1877,1892_가공성(1h,8mm,2B)_0d.pdf;25-06-02_633TH,909AD,1877,1892_가공성(1h,8mm,2B)_2d.pdf;25-06-04_633TH,909AD,1877,1892_유지력(10cm to 10.5cm)_0min.pdf;25-06-04_633TH,909AD,1877,1892_유지력(10cm to 10.5cm)_180min.pdf;25-06-04_633TH,909AD,1877,1892_유지력(10cm to 10.5cm)_20min.pdf;25-06-11_423TM,633TH,1867,1892_유지력(10cm to 10.5cm)_0min..pdf;25-06-11_423TM,633TH,1867,1892_유지력(10cm to 10.5cm)_20min..pdf;25-06-11_423TM,633TH,1867,1892_유지력(10cm to 10.5cm)_60min..pdf	1892	가공용(SGO-633TH, 423TM 대체)1877+#6bar	2025-5-30 0:00:00	(SW45)	918	(CX100/2%)(SV02/2%)	(TSR5903/15%)(SA3/0.2%)	(2.7)(#6)	박다영	(130,140,135,140/185,180/195,195/220,235/210,215)*(초/90/BA/항0,1,1.5,2,2.5주)	(/>240,280/315/380/350/350)*(가/90/BA/항0,1,1.5,2,2.5주)		(7일양호)*(BA)			1	0	0	0	
	1893	가공용(SGO113A대체)1775+#6bar	2025-5-31 0:00:00	(T45)	918	(CX100/3.5%)(SV02/2%)	(TSR5903/10%)	(6)(#6)	정주현	(90,87/50)*(초/90/BA,#4)	(/>170/130)*(가/90/BA,#4)					0	0	0	0	
	1894	가공용(SGO113A대체)1775+3배합+#3bar	2025-5-31 0:00:00	(T45)	918	(CX100/3.5%)(SV02/2%)	(TSR5903/10%)	(3)(#3)	정주현	(80,90/32)*(초/90/BA,#4)	(/>150/125)*(가/90/BA,#4)					0	0	0	0	
	1895	가공용(SGO113A대체)1893+TSR5903/5%	2025-5-31 0:00:00	(T45)	918	(CX100/3.5%)(SV02/2%)	(TSR5903/5%)	(6)(#8)	정주현	(100,105)*(초/90/BA)						0	0	0	0	
	1896	가공용(SGO113A대체)1893+TSR5903/0%	2025-5-31 0:00:00	(T45)	918	(CX100/3.5%)(SV02/2%)		(6)(#8)	정주현	(95,85)*(초/90/BA)						0	0	0	0	
	1897	가공용(SGO113A대체)1893+4.5배합	2025-5-31 0:00:00	(T45)	918	(CX100/3.5%)(SV02/2%)	(TSR5903/10%)	(4.5)(#8)	정주현	(125,140/105)*(초/90/BA,#4)	(/>205/230)*(가/90/BA,#4)		(5일양호)*(BA)			0	0	0	0	
25-06-02_113A,1898(1번),1899(2번)_유지력(10cm to 11cm)_0min.pdf;25-06-02_113A,1898(1번),1899(2번)_유지력(10cm to 11cm)_30min.pdf	1898	가공용(SGO113A대체)1897+T5845/0.3%	2025-5-31 0:00:00	(T45)	918	(CX100/3.5%)(SV02/2%)	(TSR5903/10%)(T5845/0.3%)	(4.5)(#8)	정주현	(80,75,85,80/80)*(초/90/BA,#4)	(/>190/215)*(가/90/BA,#4)		(5일양호)*(BA)			1	0	0	0	
25-06-02_113A,1898(1번),1899(2번)_유지력(10cm to 11cm)_0min.pdf;25-06-02_113A,1898(1번),1899(2번)_유지력(10cm to 11cm)_30min.pdf	1899	가공용(SGO113A대체)1898+3.5배합	2025-5-31 0:00:00	(T45)	918	(CX100/3.5%)(SV02/2%)	(TSR5903/10%)(T5845/0.3%)	(3.5)(#8)	정주현	(100,105/90)*(초/90/BA,#4)	(/>195/190)*(가/90/BA,#4)		(5/28-)*(BA)			1	0	0	0	
25-05-22_1780,1900,1901_내후(BA)_5일 백탁.pdf	1900	가공용(SGO453A대체)1780+#120목	2025-5-31 0:00:00	(SW45)	918	(CX100/1%)(SV02/2%)	(TSR5903/17%)	(2.7)(#8)	정주현	(235,240/240)*(초/90/BA,#4)	(/>300/360)*(가/90/BA,#4)		(5일백탁)*(BA)			0	0	0	0	
25-05-22_1780,1900,1901_내후(BA)_5일 백탁.pdf	1901	가공용(SGO453A대체)1900+2배합	2025-5-31 0:00:00	(SW45)	918	(CX100/1%)(SV02/2%)	(TSR5903/17%)	(2)(#8)	정주현	(290,275/270)*(가/90/BA,#4)	(/>335/380)*(가/90/BA,#4)		(5일백탁)*(BA)			0	0	0	0	
25-05-27_1902_내후(BA)_6일 백탁.pdf	1902	가공용(SGO453A대체)1900+CX100/1.75%	2025-5-31 0:00:00	(SW45)	918	(CX100/1.75%)(SV02/2%)	(TSR5903/17%)	(2)(#8)	정주현	((260,260/260)/255/)*(가/90/BA,#4/항0,0.5,1주)	(/>(340/335)/340/)*(가/90/BA,#4/항항0,0.5,1주)		(6일백탁)*(BA)			0	0	0	0	
25-06-16_1847,1873,1903,1905(항1.5주)_가열압착(BA)_탈리.pdf	1903	레이저컷팅용 점착제 개발(911기반 MMA 0%)1847+SV02/1%	2025-6-2 0:00:00	(G75)	S250526B	(CX100/0.8%)(SV02/1%)	(TSR5903/10%)	(1.2)(#12)	노항우	(535,485/435,465/515,510/505,485)*(초/90/BA/항0,0.5,1,1.5주)	(/>580/615/675/650_탈리)*(가/90/BA/항0,0.5,1,1.5주)					0	0	0	0	
	1904	레이저컷팅용 점착제 개발(911기반 MMA 0%)1847+SV02/2%	2025-6-2 0:00:00	(G75)	S250526B	(CX100/0.8%)(SV02/2%)	(TSR5903/10%)	(1.2)(#12)	노항우	(475,480/435,430/545,480/460,470)*(초/90/BA/항0,0.5,1,1.5주)	(/>590/605/630/675)*(가/90/BA/항0,0.5,1,1.5주)					0	0	0	0	
25-06-16_1847,1873,1903,1905(항1.5주)_가열압착(BA)_탈리.pdf	1905	레이저컷팅용 점착제 개발(911기반 MMA 0%)1873+SV02/1%	2025-6-2 0:00:00	(G75)	S250526B	(CX100/0.8%)(SV02/1%)	(TSR5903/5%)	(1.2)(#12)	노항우	(455,465/480,485/455,520/460,435)*(초/90/BA/항0,0.5,1,1.5주)	(/>595/580/635/695_탈리)*(가/90/BA/항0,0.5,1,1.5주)					0	0	0	0	
	1906	장기물성개선용(909AC/HDDA적용검토/CS점착제)1870+CX100/3.5%	2025-6-4 0:00:00	(T45)	918	(CX100/3.5%)		(6)(#3)	박다영	(85,87/54,57/75,85/66,53/70,80)*(초/90/BA/항0,1,1.5,2,3주)	(>95/75/100/105/140)*(가/90/BA/항0,1,1.5,2,3주)					0	0	0	0	
	1907	장기물성개선용(909AC/HDDA적용검토/CS점착제)1870+CX100/4%	2025-6-4 0:00:00	(T45)	918	(CX100/4%)		(6)(#3)	박다영	(58,56/87,66/55,50/55,54/105,95)*(초/90/BA/항0,1,1.5,2,3주)	(/>120/70/85/90/110)*(가/90/BA/항0,1,1.5,2,3주)					0	0	0	0	
	1908	품질검증용(베트남설비 영점 조정)910E REF.	2025-6-4 0:00:00	(T45)	910	(CX100/2%)(SV02/1.5%)	(SA3/0.2%)	(2.7)(#3)	박다영	(68,63)*(초/90/BA)	(>165)*(가/90/BA)					0	0	0	0	
	1909	품질검증용(베트남설비 영점 조정)910E + 3배합	2025-6-4 0:00:00	(T45)	910	(CX100/2%)(SV02/1.5%)	(SA3/0.2%)	(3.0)(#3)	박다영	(55,69)*(초/90/BA)	(>145)*(가/90/BA)					0	0	0	0	
	1910	품질검증용(베트남설비 영점 조정)910E + 3.5배합	2025-6-4 0:00:00	(T45)	910	(CX100/2%)(SV02/1.5%)	(SA3/0.2%)	(3.5)(#3)	박다영	(74,68)*(초/90/BA)	(>160)*(가/90/BA)					0	0	0	0	
	1911	품질검증용(베트남설비 영점 조정)910E + SV02/2%	2025-6-4 0:00:00	(T45)	910	(CX100/2%)(SV02/2%)	(SA3/0.2%)	(2.7)(#3)	박다영	(59,53)*(초/90/BA)	(>165)*(가/90/BA)					0	0	0	0	
	1912	품질검증용(베트남설비 영점 조정)910E + SV02/2.5%	2025-6-4 0:00:00	(T45)	910	(CX100/2%)(SV02/2.5%)	(SA3/0.2%)	(2.7)(#3)	박다영	(60,61)*(초/90/BA)	(>140)*(가/90/BA)					0	0	0	0	
	1915	품질검증용(중국필름적용검토)REF.	2025-6-4 0:00:00	(BW78)	913	(CX100/1.3%)		(2.7)(#8)	노항우	(235,215)*(초/90/BA)	(>310)*(가/90/BA)		(11일양호)*(BA)			0	0	0	0	
	1913	장기물성개선용(910E/HDDA적용검토)1870 + 918(60kg 2차 파일럿)	2025-6-4 0:00:00	(T45)	918(60kg 2차 파일럿)	(CX100/3%)		(6)(#3)	박다영	(52,48/45,44/65,65/80,85/85,90)*(초/90/BA/항0,1,1.5,2,3주)	(/>110/95/95/95/125)*(가/90/BA/항0,1,1.5,2,3주)					0	0	0	0	
	1914	장기물성개선용(910E/HDDA적용검토)1799 + 919(60kg 2차 파일럿)	2025-6-4 0:00:00	(T45)	919(60kg 2차 파일럿):918=1:1	(CX100/2.0%)(SV02/1.5%)	(SA3/0.3%)	(3)(#3)	노항우	(41,40)*(초/90/BA)	(>105)*(가/90/BA)					0	0	0	0	
	1916	품질검증용(중국필름적용검토)SMC사 후보	2025-6-4 0:00:00	(중국산BW78)	913	(CX100/1.3%)		(2.7)(#8)	노항우	(220)*(초/90/BA)	(>335)*(가/90/BA)		(11일양호)*(BA)			0	0	0	0	
	1917	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1848+MTD 1501L 5%	2025-6-4 0:00:00	(청색T45)	911	(CX100/0.8%)	(MTD1501L/5%)	(2.7)(#12)	이민지	(365,355)*(초/90/BA)						0	0	0	0	
	1918	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1848+AP9150	2025-6-4 0:00:00	(청색T45)	911	(CX100/0.8%)	(AP9150/5%)	(2.7)(#12)	이민지	(310,290)*(초/90/BA)						0	0	0	0	
	1919	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1848+AT100Y	2025-6-4 0:00:00	(청색T45)	911	(CX100/0.8%)	(AT100Y/5%)	(2.7)(#12)	이민지	(190,190)*(초/90/BA)						0	0	0	0	
25.06.09 453A 수성, 에스엠씨 타사 필름 내후성.pdf	1920	품질검증용(중국필름적용검토)1902 + SMC사 후보1(투명)	2025-6-4 0:00:00	(중국산후보1T45)	918	(CX100/1.75%)(SV02/2%)	(TSR5903/17%)	(2)(#8)	정주현	(244)*(초/90/BA)			(6/5-6/9)*(BA)(오염)			0	0	0	0	
25.06.09 453A 수성, 에스엠씨 타사 필름 내후성.pdf	1921	품질검증용(중국필름적용검토)1902 + SMC사 후보2(투명)	2025-6-4 0:00:00	(중국산후보2T45)	918	(CX100/1.75%)(SV02/2%)	(TSR5903/17%)	(2)(#8)	정주현	(255)*(초/90/BA)			(6/5-6/9)*(BA)(오염)			0	0	0	0	
	1922	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1848 - 2배	2025-6-5 0:00:00	(청색T45)	911	(CX100/0.8%)	(TSR5903/5%)	(2)(#12)	이민지	(310)*(가/90/BA)		(양호)*(150도15분/BA)				0	0	0	0	
25-03-20_1923-1926_내열150도(BA)_탈리.pdf	1923	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1848+EMA 4.5%+NDM 0.1%	2025-6-5 0:00:00	(청색T45)	S250604A	(CX100/0.8%)	(TSR5903/5%)	(2.7)(#12)	이민지	(305,290)*(가/90/BA)		(탈리)*(150도15분/BA)				0	0	0	0	
	1924	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1848+EMA 4.5%+NDM 0.1%+MTD1501L 5%	2025-6-5 0:00:00	(청색T45)	S250604A	(CX100/0.8%)	(MTD1501L/5%)	(2.7)(#12)	이민지	(320,305)*(가/90/BA)		(탈리)*(150도15분/BA)				0	0	0	0	
	1925	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1848+EMA 4.5%+NDM 0.2%	2025-6-5 0:00:00	(청색T45)	S250604B	(CX100/0.8%)	(TSR5903/5%)	(2.7)(#12)	이민지	(335,295)*(가/90/BA)		(탈리)*(150도15분/BA)				0	0	0	0	
25-03-20_1923-1926_내열150도(BA)_탈리.pdf	1926	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1848+EMA 4.5%+NDM 0.2%+MTD1501L 5%	2025-6-5 0:00:00	(청색T45)	S250604B	(CX100/0.8%)	(MTD1501L/5%)	(2.7)(#12)	이민지	(350,335)*(가/90/BA)		(탈리)*(150도15분/BA)				0	0	0	0	
	1927	가공용(SGO453대체)1828 + 919(60kg 2차 파일럿)	2025-6-5 0:00:00	(SW45)	919(60kg 2차 파일럿)	(CX100/1.2%)(SV02/1.0%)	(TSR5903/10%)	(2.0)(#8)	이민지	(230,155)*(초/90/BA)						0	0	0	0	
25.06.09 165D 유지력.pdf	1928	가공용(SGO165D_802AL 50mesh_대체)(현대스틸#4)1902+T75	2025-6-5 0:00:00	(T75)	918	(CX100/1.75%)(SV02/2%)	(TSR5903/17%)	(2.0)(#8)	정주현	(230,245/140)*(초/90/BA,현대스틸#4)	(>360/350)*(가/90/BA,현대스틸#4)					1	0	0	0	
	1929	SGO-453A 대체 1902 (2차파일럿 비교)	2025-6-4 0:00:00	SW45	918(2차파일럿)	(CX100/1.75%)(SV02/2%)	(TSR5903/17%)	(2.0)(#8)	정주현	(260, 255)*(초/90/BA)	(>334)*(가/90/BA)					0	0	0	0	
25-06-11_1841,1847,1930,1931,1933_유지력(10cm to 10.5cm)_0min.pdf;25-06-11_1841,1847,1930,1931,1933_유지력(10cm to 10.5cm)_10min.pdf;25-06-11_1841,1847,1930,1931,1933_유지력(10cm to 10.5cm)_20min.pdf;25-06-11_1841,1847,1930,1931,1933_유지력(10cm to 10.5cm)_5min.pdf;25-06-11_1841,1847,1930,1931,1933_유지력(10cm to 10.5cm)_60min.pdf;25-06-16_1930,2004-211_유지력(10cm to 10.5cm)_10min..pdf;25-06-16_1930,2004-211_유지력(10cm to 10.5cm)_20min..pdf;25-06-16_1930,2004-211_유지력(10cm to 10.5cm)_3min..pdf;25-06-16_1930,2004-211_유지력(10cm to 10.5cm)_5min..pdf;25-06-16_1930,2004-211_유지력(10cm to 10.5cm)_60min..pdf;25-06-17_1580,1930,2030-2033_유지력(10cm to 10.5cm)_05min.pdf;25-06-17_1580,1930,2030-2033_유지력(10cm to 10.5cm)_0min.pdf;25-06-17_1580,1930,2030-2033_유지력(10cm to 10.5cm)_10min.pdf;25-06-17_1580,1930,2030-2033_유지력(10cm to 10.5cm)_60min.pdf;25-06-17_1841,1847,1930,1931,1933(항1주)_가열압착(BA)_탈리.pdf;25-06-19_1930,1981,1983,2004-2007(항0.5주)_가열압착(BA)_탈리.pdf;25-06-19_1930,2070-2074_유지력(10cm to 10.5cm)_0min.pdf;25-06-19_1930,2070-2074_유지력(10cm to 10.5cm)_10min.pdf;25-06-19_1930,2070-2074_유지력(10cm to 10.5cm)_20min.pdf;25-06-19_1930,2070-2074_유지력(10cm to 10.5cm)_60min.pdf;25-06-20_1841,1847,1930,1931,1933(항1.5주)_가열압착(BA)_탈리.pdf;25-06-24_1930,2071,2072,2074(항0.5주)_가열압착(BA)_탈리.pdf;25-06-26_1930,2004-2008,2010(항1.5주)_가열압착(BA)_탈리.pdf;25-06-26_1930,2071,2072,2074(항1주)_가열압착(BA)_탈리.pdf	1930	레이저컷팅용 점착제 개발(911점착제)911F Ref.	2025-6-9 0:00:00	(G75)	911	(CX100/0.8%)	(TSR5903/10%)	(1.2)(#12)	노항우,박다영	(395,410,415,410,415,395,420,390,420,400/415,465,420/505,335,340,435,490/480,440,390,410,435/415,417)*(초/90/BA/항0,0.5,1,1.5,2주)	(>(640,620,640,655/635/510,530/455/385/640)/740_탈리,670_탈리/750_탈리,750_탈리,700/660_탈리,750_탈리,720_탈리/784_탈리)*(가/90/BA,#4,재원금속,재원A,재원D,재원E/항0,0.5,1,1.5,2주)		(7일양호)*(BA)			1	0	0	0	
25-06-11_1841,1847,1930,1931,1933_유지력(10cm to 10.5cm)_0min.pdf;25-06-11_1841,1847,1930,1931,1933_유지력(10cm to 10.5cm)_10min.pdf;25-06-11_1841,1847,1930,1931,1933_유지력(10cm to 10.5cm)_20min.pdf;25-06-11_1841,1847,1930,1931,1933_유지력(10cm to 10.5cm)_5min.pdf;25-06-11_1841,1847,1930,1931,1933_유지력(10cm to 10.5cm)_60min.pdf;25-06-17_1841,1847,1930,1931,1933(항1주)_가열압착(BA)_탈리.pdf;25-06-20_1841,1847,1930,1931,1933(항1.5주)_가열압착(BA)_탈리.pdf;25-06-23_1580,1930,1931,1933,2004-2008,2010(항1주)_가열압착(BA)_탈리.pdf	1931	레이저컷팅용 점착제 개발(911기반 MMA 4.5%) MTD1501L 적용	2025-6-9 0:00:00	(G75)	S250430D	(CX100/0.8%)	(MTD1501L/10%)	(1.2)(#12)	노항우	(425,375/420,390,350/420,410)*(초/90/BA/항0,1,1.5주)	(>605/655_탈리,490_탈리/570_탈리)*(가/90/BA/항0,1,1.5주)		(7일양호)*(BA)			1	0	0	0	
	1932	레이저컷팅용 점착제 개발(911기반 MMA 4.5%) AT100Y 적용	2025-6-9 0:00:00	(G75)	S250430D	(CX100/0.8%)	(AT100Y/10%)	(1.2)(#12)	노항우	(95,100)*(초/90/BA)	(>420)*(가/90/BA)					0	0	0	0	
25-06-11_1841,1847,1930,1931,1933_유지력(10cm to 10.5cm)_0min.pdf;25-06-11_1841,1847,1930,1931,1933_유지력(10cm to 10.5cm)_10min.pdf;25-06-11_1841,1847,1930,1931,1933_유지력(10cm to 10.5cm)_20min.pdf;25-06-11_1841,1847,1930,1931,1933_유지력(10cm to 10.5cm)_5min.pdf;25-06-11_1841,1847,1930,1931,1933_유지력(10cm to 10.5cm)_60min.pdf;25-06-17_1841,1847,1930,1931,1933(항1주)_가열압착(BA)_탈리.pdf;25-06-20_1841,1847,1930,1931,1933(항1.5주)_가열압착(BA)_탈리.pdf;25-06-23_1580,1930,1931,1933,2004-2008,2010(항1주)_가열압착(BA)_탈리.pdf	1933	레이저컷팅용 점착제 개발(911기반 MMA 0%) MTD1501L 적용	2025-6-9 0:00:00	(G75)	S250526B	(CX100/0.8%)	(MTD1501L/10%)	(1.2)(#12)	노항우	(420,405/415,385,385/510,455)*(초/90/BA/항0,1,1.5주)	(>520/640_탈리,555_탈리/575_탈리)*(가/90/BA/항0,1,1.5주)		(7일양호)*(BA)			1	0	0	0	
	1934	레이저컷팅용 점착제 개발(911기반 MMA 0%) AT100Y 적용	2025-6-9 0:00:00	(G75)	S250526B	(CX100/0.8%)	(AT100Y/10%)	(1.2)(#12)	노항우	(90,105)*(초/90/BA)	(>443)*(가/90/BA)					0	0	0	0	
	1935	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1922+MTD1501L 5%	2025-6-9 0:00:00	(청색T45)	911	(CX100/0.8%)	(MTD1501L/5%)	(2)(#12)	이민지	(285,285)*(초/90/BA)		(양호)*(150도15분/BA)				0	0	0	0	
25-06-10_1936,1938-1941_내열150도(BA)_탈리.pdf	1936	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1926+AA/0.3%+2-HEMA/2%+NDM/0%	2025-6-9 0:00:00	(청색T45)	S250604C	(CX100/0.8%)	(MTD1501L/5%)	(2)(#12)	이민지	(260,255)*(초/90/BA)		(탈리)*(150도15분/BA)				0	0	0	0	
	1937	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1923 + 2배	2025-6-9 0:00:00	(청색T45)	S250604A	(CX100/0.8%)	(TSR5903/5%)	(2)(#12)	이민지	(295,325)*(초/90/BA)		(양호)*(150도15분/BA)				0	0	0	0	
25-06-10_1936,1938-1941_내열150도(BA)_탈리.pdf;25-06-10_1938,1953,1956,1957_내열150도(BA)_탈리.pdf	1938	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1924 + 2배	2025-6-9 0:00:00	(청색T45)	S250604A	(CX100/0.8%)	(MTD1501L/5%)	(2)(#12)	이민지	(295,315,365,360)*(초/90/BA)		(탈리,탈리)*(150도15분/BA)				0	0	0	0	
	1939	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1938+MTD1501L 10%	2025-6-9 0:00:00	(청색T45)	S250604A	(CX100/0.8%)	(MTD1501L/10%)	(2)(#12)	이민지	(410,405)*(초/90/BA)		(탈리)*(150도15분/BA)				0	0	0	0	
	1940	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1938+MTD1501L 20%	2025-6-9 0:00:00	(청색T45)	S250604A	(CX100/0.8%)	(MTD1501L/20%)	(2)(#12)	이민지	(555,550,570,570)*(초/90/BA)		(탈리,탈리)*(150도15분/BA)				0	0	0	0	
	1951	건축내외장재용(베트남Lixil 알루미늄 프로파일용) 911F+MTD1501L 20%, 2배	2025-6-10 0:00:00	(청색T45)	911	(CX100/0.8%)	(MTD1501L/20%)	(2)(#12)	이민지	(475,475)*(초/90/BA)		(양호)*(150도15분/BA)				0	0	0	0	
25-06-10_1936,1938-1941_내열150도(BA)_탈리.pdf	1941	건축내외장재용(베트남Lixil 알루미늄 프로파일용)1938+MTD1501L 30%	2025-6-9 0:00:00	(청색T45)	S250604A	(CX100/0.8%)	(MTD1501L/30%)	(2)(#12)	이민지	(610,600)*(초/90/BA)		(탈리)*(150도15분/BA)				0	0	0	0	
25-06-10_1696,1942_가열압착(BA)_탈리.pdf	1942	가공용(SGO164D대체)1696+BA:2-EHA=1:1	2025-6-9 0:00:00	(T58)	S250604H	(CX100/1%)		(2)(#8)	박다영	(230,215)*(초/90/BA)+(230)*(초/180/DCM4144)	(>545_탈리)*(가/90/BA)					0	0	0	0	
	1943	가공용(SGO-633TH, 423TM 대체)1892+918 3차 파일럿	2025-6-9 0:00:00	(SW45)	918(3차파일럿)	(CX100/2%)(SV02/2%)	(TSR5903/15%)(SA3/0.2%)	(2.7)(#6)	박다영	(135,145)*(초/90/BA)	(>270)*(가/90/BA)					0	0	0	0	
	1944	가공용(SGO-145대체)1760+T75원단 (133B사양적용)	2025-6-9 0:00:00	(T75)	918	(CX100/2.5%)(SV02/2%)	(TSR5903/10%)	(2)(#8)	박다영	(190,170)*(초/90/BA)	(/>270/285)*(가/90/BA,#4)					0	0	0	0	
	1945	가공용(SGO165D_802AL 50mesh_대체)(현대스틸#4)1828+T75	2025-6-9 0:00:00	(T75)	919	(CX100/1.2%)(SV02/1%)	(TSR5903/10%)	(2)(#8)	정주현	(203,220,224,200)*(초/90/BA)(200)*(가/90/현대스틸#4)	(300)*(가/90/현대스틸#4)		(6일탈리)*(BA)			0	0	0	0	후기박리성이 165D보다 안좋음  NG
25-06-10_1946_야외폭로(BA)_43일 박리불가.pdf	1946	기초실험(점착부여제-장기보관성 상관관계 검토)1760+TSR5903 10%	2025-6-9 0:00:00	(T45)	918	(CX100/2.5%)(SV02/2%)	(TSR5903/10%)	(2)(#8)	정주현	(190)*(초/90/BA)(210>220>200>205)*(초/90/BA/항0.5/항1/항1.5/항2/)	(300>305>314>304)*(가/90/BA/항0.5/항1/항1.5/항2/)				(43일박리불가)(BA)	0	0	0	0	
25-06-10_1947_야외폭로(BA)_43일 박리불가.pdf	1947	기초실험(점착부여제-장기보관성 상관관계 검토)1760+TSR5903 17%	2025-6-9 0:00:00	(T45)	918	(CX100/2.5%)(SV02/2%)	(TSR5903/17%)	(2)(#8)	정주현	(210)*(초/90/BA)(220>225>224>245)*(초/90/BA/항0.5/항1/항1.5/항2)	(336>340>344>340)*(가/90/BA/항0.5/항1/항1.5/항2/)				(43일 박리불가)*(BA)	0	0	0	0	
25-06-10_1948_야외폭로(BA)_43일 탈리.pdf	1948	기초실험(909&918야외폭로 검토)1946+909점착제	2025-6-9 0:00:00	(T45)	909	(CX100/2.5%)(SV02/2%)	(TSR5903/10%)	(2)(#8)	정주현						(43일오염)*(BA)	0	0	0	0	
	1949	일반보호용(도림통산이물제거용)1793+CX100 3.2%	2025-6-10 0:00:00	(T38)	918	(CX100/3.2%)		(6)(#3)	박다영	(44,50)*(초/90/BA)	(>105)*(가/90/BA)					0	0	0	0	
	1950	건축내외장재용(베트남Lixil 알루미늄 프로파일용) 911F+TSR5903 20%, 2배	2025-6-10 0:00:00	(청색T45)	911	(CX100/0.8%)	(TSR5903/20%)	(2)(#12)	이민지	(440,460)*(초/90/BA)		(양호)*(150도15분/BA)				0	0	0	0	
	1952	건축내외장재용(베트남Lixil 알루미늄 프로파일용) 1951+(EMA 4.5%, AA 1.3%, NDM 0%)	2025-6-10 0:00:00	(청색T45)	S250529F	(CX100/0.8%)	(MTD1501L/20%)	(2)(#12)	이민지	(430,460)*(초/90/BA)		(양호)*(150도15분/BA)				0	0	0	0	
25-06-10_1938,1953,1956,1957_내열150도(BA)_탈리.pdf	1953	건축내외장재용(베트남Lixil 알루미늄 프로파일용) 1938+(부모노머 X)	2025-6-10 0:00:00	(청색T45)	S250609A	(CX100/0.8%)	(MTD1501L/5%)	(2)(#12)	이민지	(320,310)*(초/90/BA)		(탈리)*(150도15분/BA)				0	0	0	0	
	1954	건축내외장재용(베트남Lixil 알루미늄 프로파일용) 1938+(IBOA 4.5%)	2025-6-10 0:00:00	(청색T45)	S250609B	(CX100/0.8%)	(MTD1501L/5%)	(2)(#12)	이민지	(325,325)*(초/90/BA)		(양호)*(150도15분/BA)				0	0	0	0	
	1955	건축내외장재용(베트남Lixil 알루미늄 프로파일용) 1938+(MMA 4.5%)	2025-6-10 0:00:00	(청색T45)	S250609C	(CX100/0.8%)	(MTD1501L/5%)	(2)(#12)	이민지	(325,335)*(초/90/BA)		(양호)*(150도15분/BA)				0	0	0	0	
25-06-10_1938,1953,1956,1957_내열150도(BA)_탈리.pdf	1956	건축내외장재용(베트남Lixil 알루미늄 프로파일용) 1938+(EMA 4.5%, AA 0.5%)	2025-6-10 0:00:00	(청색T45)	S250609F	(CX100/0.8%)	(MTD1501L/5%)	(2)(#12)	이민지	(395,385)*(초/90/BA)		(탈리)*(150도15분/BA)				0	0	0	0	
25-06-10_1938,1953,1956,1957_내열150도(BA)_탈리.pdf	1957	건축내외장재용(베트남Lixil 알루미늄 프로파일용) 1938+(EMA 4.5%, AA 1.3%, 2-HEMA 2.0%)	2025-6-10 0:00:00	(청색T45)	S250609G	(CX100/0.8%)	(MTD1501L/5%)	(2)(#12)	이민지	(345,355)*(초/90/BA)		(탈리)*(150도15분/BA)				0	0	0	0	
	1958	가공용(SGO164D대체)1929+T58 (SGO-453A사양적용)	2025-6-10 0:00:00	(T58)	918	(CX100/1.75%)(SV02/2%)	(TSR5903/17%)	(2)(#8)	박다영	(260,275)*(초/90/BA)	(130>195)*(가:80도1시간/180/DCM4144)		(7일양호)*(BA)			0	0	0	0	
	1959	가공용(SGO164D대체)1958+CX100 1%	2025-6-10 0:00:00	(T58)	918	(CX100/1%)(SV02/2%)	(TSR5903/17%)	(2)(#8)	박다영	(295,300)*(초/90/BA)	(140>225)*(가:80도1시간/180/DCM4144)		(7일양호)*(BA)			0	0	0	0	
